case_id,timestamp,activity,usuario,recurso
case_196,2026-03-05 10:17:57,ImageLoad,usuario_07,\Users\Public
case_196,2026-03-05 10:19:51,ProcessCreate,usuario_07,update.microsoft.com
case_196,2026-03-05 10:26:09,ProcessCreate,usuario_07,-
case_196,2026-03-05 10:30:33,FileRead,usuario_07,\Users\Documents
case_196,2026-03-05 10:33:29,FileRead,usuario_07,\Users\Documents
case_196,2026-03-05 10:35:51,WmiQuery,usuario_07,C:\temp
case_196,2026-03-05 10:38:52,LogonOff,usuario_07,\Device\Pipe
case_214,2026-03-02 12:15:28,LogonSuccess,usuario_11,C:\temp
case_214,2026-03-02 12:18:59,ProcessExit,usuario_11,\\fileserver\financeiro
case_214,2026-03-02 12:22:50,FileCreate,usuario_11,HKLM\Software
case_214,2026-03-02 12:27:53,ProcessCreate,usuario_11,\Users\Documents
case_214,2026-03-02 12:30:20,ProcessExit,usuario_11,\Windows\System32
case_214,2026-03-02 12:30:58,NetworkConnect,usuario_11,\Windows\System32
case_214,2026-03-02 12:35:47,ImageLoad,usuario_11,\Users\Public
case_214,2026-03-02 12:40:23,FileModify,usuario_11,8.8.8.8
case_214,2026-03-02 12:44:51,FileCreate,usuario_11,\Windows\System32
case_214,2026-03-02 12:46:31,DriverLoad,usuario_11,\\fileserver\rh
case_214,2026-03-02 12:49:25,PipeCreate,usuario_11,\Windows\System32
case_214,2026-03-02 12:51:42,ScheduledTaskQuery,usuario_11,\Device\Pipe
case_214,2026-03-02 12:57:54,WmiQuery,usuario_11,HKLM\Software
case_214,2026-03-02 12:58:31,LogonOff,usuario_11,\\fileserver\rh
case_044,2026-03-03 12:07:43,LogonSuccess,usuario_23,8.8.8.8
case_044,2026-03-03 12:13:49,ProcessCreate,usuario_23,update.microsoft.com
case_044,2026-03-03 12:16:58,ProcessCreate,usuario_23,8.8.8.8
case_044,2026-03-03 12:23:36,FileCreate,usuario_23,C:\temp
case_044,2026-03-03 12:29:48,ProcessCreate,usuario_23,\Users\Documents
case_044,2026-03-03 12:30:48,ImageLoad,usuario_23,update.microsoft.com
case_044,2026-03-03 12:34:05,FileCreate,usuario_23,\Windows\System32
case_044,2026-03-03 12:35:15,ProcessCreate,usuario_23,8.8.8.8
case_044,2026-03-03 12:37:33,ProcessCreate,usuario_23,\Users\Public
case_044,2026-03-03 12:40:47,PipeCreate,usuario_23,-
case_044,2026-03-03 12:46:21,NetworkConnect,usuario_23,-
case_044,2026-03-03 12:50:04,ProcessExit,usuario_23,D:\backup
case_044,2026-03-03 12:53:11,DnsQuery,usuario_23,\Windows\System32
case_044,2026-03-03 12:58:55,ServiceQuery,usuario_23,\\fileserver\rh
case_044,2026-03-03 13:03:05,PipeCreate,usuario_23,cdn.contoso.com
case_044,2026-03-03 13:05:21,ServiceQuery,usuario_23,\\fileserver\financeiro
case_044,2026-03-03 13:10:24,FileModify,usuario_23,8.8.8.8
case_044,2026-03-03 13:14:25,ServiceQuery,usuario_23,C:\temp
case_044,2026-03-03 13:20:33,FileRead,usuario_23,-
case_044,2026-03-03 13:26:31,FileModify,usuario_23,8.8.8.8
case_044,2026-03-03 13:27:34,LogonOff,usuario_23,D:\backup
case_205,2026-03-04 12:26:44,LogonSuccess,usuario_29,8.8.8.8
case_205,2026-03-04 12:30:20,ProcessExit,usuario_29,cdn.contoso.com
case_205,2026-03-04 12:31:02,ImageLoad,usuario_29,HKLM\Software
case_205,2026-03-04 12:33:07,ImageLoad,usuario_29,8.8.8.8
case_205,2026-03-04 12:35:01,FileCreate,usuario_29,\Device\Pipe
case_205,2026-03-04 12:39:01,NetworkConnect,usuario_29,update.microsoft.com
case_205,2026-03-04 12:39:47,ImageLoad,usuario_29,\Device\Pipe
case_205,2026-03-04 12:42:43,ImageLoad,usuario_29,\Windows\System32
case_205,2026-03-04 12:47:40,ProcessCreate,usuario_29,D:\backup
case_205,2026-03-04 12:50:58,FileRead,usuario_29,\Windows\System32
case_205,2026-03-04 12:56:29,PowerShellExec,usuario_29,D:\backup
case_205,2026-03-04 12:59:41,RegistryModify,usuario_29,\\fileserver\rh
case_205,2026-03-04 13:05:03,RegistryModify,usuario_29,HKLM\Software
case_205,2026-03-04 13:05:37,DriverLoad,usuario_29,\\fileserver\financeiro
case_205,2026-03-04 13:12:08,ClipboardCapture,usuario_29,-
case_205,2026-03-04 13:16:10,LogonOff,usuario_29,8.8.8.8
case_021,2026-03-03 17:10:00,LogonSuccess,usuario_11,-
case_021,2026-03-03 17:10:42,ProcessExit,usuario_11,\Users\Documents
case_021,2026-03-03 17:16:39,ImageLoad,usuario_11,update.microsoft.com
case_021,2026-03-03 17:19:33,ProcessExit,usuario_11,cdn.contoso.com
case_021,2026-03-03 17:25:22,ProcessCreate,usuario_11,\Windows\System32
case_021,2026-03-03 17:26:13,ProcessExit,usuario_11,cdn.contoso.com
case_021,2026-03-03 17:29:58,ImageLoad,usuario_11,8.8.8.8
case_021,2026-03-03 17:36:09,ProcessCreate,usuario_11,\Users\Public
case_021,2026-03-03 17:40:40,ServiceQuery,usuario_11,\Users\Documents
case_021,2026-03-03 17:44:47,PipeCreate,usuario_11,\Users\Public
case_021,2026-03-03 17:45:48,FileRead,usuario_11,\\fileserver\financeiro
case_021,2026-03-03 17:51:19,LogonOff,usuario_11,C:\temp
case_277,2026-03-03 08:19:38,LogonSuccess,usuario_12,C:\temp
case_277,2026-03-03 08:20:45,NetworkConnect,usuario_12,-
case_277,2026-03-03 08:27:01,DnsQuery,usuario_12,update.microsoft.com
case_277,2026-03-03 08:27:46,ImageLoad,usuario_12,\\fileserver\rh
case_277,2026-03-03 08:28:46,DnsQuery,usuario_12,update.microsoft.com
case_277,2026-03-03 08:31:16,NetworkConnect,usuario_12,cdn.contoso.com
case_277,2026-03-03 08:32:52,ImageLoad,usuario_12,\\fileserver\rh
case_277,2026-03-03 08:34:24,NetworkConnect,usuario_12,8.8.8.8
case_277,2026-03-03 08:37:06,ImageLoad,usuario_12,C:\temp
case_277,2026-03-03 08:39:23,NetworkConnect,usuario_12,8.8.8.8
case_277,2026-03-03 08:42:22,DnsQuery,usuario_12,C:\temp
case_277,2026-03-03 08:47:08,ProcessCreate,usuario_12,\Users\Public
case_277,2026-03-03 08:49:26,ImageLoad,usuario_12,\Users\Public
case_277,2026-03-03 08:55:03,ImageLoad,usuario_12,\Windows\System32
case_277,2026-03-03 09:00:16,RegistryModify,usuario_12,\Device\Pipe
case_277,2026-03-03 09:06:55,FileModify,usuario_12,C:\temp
case_277,2026-03-03 09:09:42,PipeCreate,usuario_12,update.microsoft.com
case_277,2026-03-03 09:14:02,RegistryModify,usuario_12,8.8.8.8
case_277,2026-03-03 09:15:47,PowerShellExec,usuario_12,HKLM\Software
case_277,2026-03-03 09:16:15,PrintJob,usuario_12,D:\backup
case_019,2026-03-03 08:32:58,LogonSuccess,usuario_12,8.8.8.8
case_019,2026-03-03 08:38:03,FileCreate,usuario_12,\\fileserver\financeiro
case_019,2026-03-03 08:39:09,ProcessExit,usuario_12,D:\backup
case_019,2026-03-03 08:42:51,ProcessExit,usuario_12,\Windows\System32
case_019,2026-03-03 08:45:26,NetworkConnect,usuario_12,update.microsoft.com
case_019,2026-03-03 08:46:49,ImageLoad,usuario_12,cdn.contoso.com
case_019,2026-03-03 08:50:17,NetworkConnect,usuario_12,\Device\Pipe
case_019,2026-03-03 08:56:21,DnsQuery,usuario_12,\\fileserver\rh
case_019,2026-03-03 09:01:40,PipeCreate,usuario_12,8.8.8.8
case_019,2026-03-03 09:07:26,ClipboardCapture,usuario_12,\\fileserver\financeiro
case_019,2026-03-03 09:08:41,ScheduledTaskQuery,usuario_12,\Device\Pipe
case_019,2026-03-03 09:11:00,LogonOff,usuario_12,cdn.contoso.com
case_145,2026-03-06 09:15:48,LogonSuccess,usuario_27,\Users\Documents
case_145,2026-03-06 09:16:20,DnsQuery,usuario_27,-
case_145,2026-03-06 09:22:02,DnsQuery,usuario_27,D:\backup
case_145,2026-03-06 09:28:24,FileCreate,usuario_27,\\fileserver\rh
case_145,2026-03-06 09:33:31,DnsQuery,usuario_27,\Device\Pipe
case_145,2026-03-06 09:34:54,NetworkConnect,usuario_27,\Device\Pipe
case_145,2026-03-06 09:40:00,FileRead,usuario_27,\Users\Public
case_145,2026-03-06 09:41:58,PowerShellExec,usuario_27,-
case_145,2026-03-06 09:46:55,ServiceQuery,usuario_27,-
case_145,2026-03-06 09:47:42,LogonOff,usuario_27,-
case_175,2026-03-05 18:21:17,LogonSuccess,usuario_07,update.microsoft.com
case_175,2026-03-05 18:21:43,NetworkConnect,usuario_07,D:\backup
case_175,2026-03-05 18:27:53,DnsQuery,usuario_07,HKLM\Software
case_175,2026-03-05 18:28:39,PipeCreate,usuario_07,\Device\Pipe
case_175,2026-03-05 18:31:54,RegistryModify,usuario_07,8.8.8.8
case_175,2026-03-05 18:37:19,ScheduledTaskQuery,usuario_07,\Users\Documents
case_175,2026-03-05 18:37:43,PowerShellExec,usuario_07,8.8.8.8
case_175,2026-03-05 18:42:08,FileModify,usuario_07,\\fileserver\rh
case_175,2026-03-05 18:44:52,LogonOff,usuario_07,cdn.contoso.com
case_156,2026-03-03 16:08:18,LogonSuccess,usuario_19,\\fileserver\rh
case_156,2026-03-03 16:13:19,FileCreate,usuario_19,\Users\Public
case_156,2026-03-03 16:14:47,ProcessExit,usuario_19,D:\backup
case_156,2026-03-03 16:15:50,NetworkConnect,usuario_19,\\fileserver\rh
case_156,2026-03-03 16:19:57,NetworkConnect,usuario_19,update.microsoft.com
case_156,2026-03-03 16:23:17,ProcessExit,usuario_19,HKLM\Software
case_156,2026-03-03 16:28:35,FileCreate,usuario_19,\Windows\System32
case_156,2026-03-03 16:32:53,ImageLoad,usuario_19,update.microsoft.com
case_156,2026-03-03 16:38:31,FileCreate,usuario_19,\\fileserver\financeiro
case_156,2026-03-03 16:42:29,ImageLoad,usuario_19,cdn.contoso.com
case_156,2026-03-03 16:46:48,PipeCreate,usuario_19,8.8.8.8
case_156,2026-03-03 16:50:37,ProcessExit,usuario_19,\\fileserver\financeiro
case_156,2026-03-03 16:55:11,PipeCreate,usuario_19,\\fileserver\financeiro
case_156,2026-03-03 16:57:50,FileRead,usuario_19,8.8.8.8
case_156,2026-03-03 16:58:22,FileModify,usuario_19,C:\temp
case_156,2026-03-03 17:02:28,PipeCreate,usuario_19,HKLM\Software
case_156,2026-03-03 17:05:03,RegistryModify,usuario_19,\Device\Pipe
case_156,2026-03-03 17:06:01,FileModify,usuario_19,\\fileserver\financeiro
case_156,2026-03-03 17:07:03,ScheduledTaskQuery,usuario_19,\\fileserver\rh
case_156,2026-03-03 17:11:39,LogonOff,usuario_19,update.microsoft.com
case_161,2026-03-05 13:06:11,LogonSuccess,usuario_05,\Windows\System32
case_161,2026-03-05 13:10:06,ProcessCreate,usuario_05,\Windows\System32
case_161,2026-03-05 13:10:33,FileCreate,usuario_05,\\fileserver\financeiro
case_161,2026-03-05 13:12:31,FileCreate,usuario_05,\Device\Pipe
case_161,2026-03-05 13:18:33,DnsQuery,usuario_05,\Users\Public
case_161,2026-03-05 13:20:45,RegistryModify,usuario_05,\Users\Public
case_161,2026-03-05 13:26:45,FileRead,usuario_05,C:\temp
case_161,2026-03-05 13:33:15,FileRead,usuario_05,C:\temp
