case_id,timestamp,activity,usuario,recurso
case_018,2026-07-30 21:40:00,Login,usuario_02,
case_018,2026-07-30 21:42:00,Acesso_Arquivo_Sensivel,usuario_02,dados_cadastrais_clientes.csv
case_018,2026-07-30 21:44:00,Logout,usuario_02,
case_019,2026-07-30 23:10:00,Login,usuario_08,
case_019,2026-07-30 23:12:00,Busca_Arquivos,usuario_08,*.xlsx;*.csv;*.pdf
case_019,2026-07-30 23:14:00,Acesso_Arquivo_Sensivel,usuario_08,folha_pagamento.xlsx
case_019,2026-07-30 23:16:00,Acesso_Negado,usuario_08,credenciais_admin.txt
case_019,2026-07-30 23:18:00,Logout,usuario_08,
case_020,2026-08-01 02:40:00,Login,usuario_08,
case_020,2026-08-01 02:42:00,Busca_Arquivos,usuario_08,*confidencial*
case_020,2026-08-01 02:44:00,Acesso_Arquivo_Sensivel,usuario_08,relatorio_financeiro_Q2.xlsx
case_020,2026-08-01 02:46:00,Acesso_Arquivo_Sensivel,usuario_08,dados_cadastrais_clientes.csv
case_020,2026-08-01 02:48:00,Acesso_Arquivo_Sensivel,usuario_08,folha_pagamento.xlsx
case_020,2026-08-01 02:50:00,Acesso_Arquivo_Sensivel,usuario_08,contratos_juridicos.pdf
case_020,2026-08-01 02:52:00,Compactar_Arquivos,usuario_08,dump_2026.zip
case_020,2026-08-01 02:54:00,Upload_Externo,usuario_08,storage-externo.com
case_020,2026-08-01 02:56:00,Logout,usuario_08,
case_021,2026-08-02 03:15:00,Login,usuario_08,
case_021,2026-08-02 03:17:00,Acesso_Arquivo_Sensivel,usuario_08,base_leads.csv
case_021,2026-08-02 03:19:00,Acesso_Arquivo_Sensivel,usuario_08,balancete_2026.xlsx
case_021,2026-08-02 03:21:00,Compactar_Arquivos,usuario_08,backup.zip
case_021,2026-08-02 03:23:00,Copia_Dispositivo_USB,usuario_08,E:\
case_021,2026-08-02 03:25:00,Logout,usuario_08,
